,Tweet ID,Usuario,Contenido,Fecha,Lenguaje,Sentimiento,texto_limpio,negativemdeberta,neutralmdeberta,positivemdeberta,sentiment_labelmdeberta,negativedeberta,neutraldeberta,positivedeberta,sentiment_labeldeberta,negativeroberta,neutralroberta,positiveroberta,sentiment_labelroberta,negativebart,neutralbart,positivebart,sentiment_labelbart
0,768213567418036224,anahorxn,"@myendlesshazza a. que puto mal escribo

b. me sigo surrando help 

3. ha quedado raro el ""cómetelo"" ahí JAJAJAJA",2016-08-23 22:29:21,es,negative,puto mal escribo b sigo surrando help 3 quedado raro cómetelo ahí jajajaja,0.5712652802467346,0.2161271870136261,0.2126075178384781,negative,0.572557270526886,0.2165263146162033,0.21091632544994354,negative,0.569356381893158,0.21570482850074768,0.2149387151002884,negative,0.4434226155281067,0.3852050006389618,0.17137236893177032,negative
1,768212591105703936,martitarey13,@estherct209 jajajaja la tuya y la d mucha gente seguro!! Pero yo no puedo sin mi melena me muero ,2016-08-23 22:25:29,es,negative,jajajaja d mucha gente seguro puedo melena muero,0.5186593532562256,0.2388259321451187,0.2425146847963333,negative,0.5752862095832825,0.2128668874502182,0.2118469774723053,negative,0.3481692969799042,0.2896193563938141,0.3622114062309265,positive,0.227162703871727,0.3200972378253937,0.45274001359939575,positive
2,768221670255493120,endlessmilerr,Quiero mogollón a @AlbaBenito99 pero sobretodo por lo rápido que contesta a los wasaps ,2016-08-23 23:01:33,es,positive,quiero mogollón sobretodo rápido contesta wasaps,0.39938944578170776,0.26939499378204346,0.33121559023857117,negative,0.2350086271762848,0.5262693166732788,0.238722026348114,neutral,0.2803339660167694,0.23549769818782806,0.48416829109191895,positive,0.34400367736816406,0.250137060880661,0.4058593213558197,positive
3,768221021300264964,JunoWTFL,Vale he visto la tia bebiendose su regla y me hs dado muchs grima ,2016-08-23 22:58:58,es,negative,vale visto tia bebiendose regla hs dado muchs grima,0.5641753077507019,0.21788860857486725,0.2179359644651413,negative,0.5475395917892456,0.24847128987312317,0.2039891630411148,negative,0.23935429751873016,0.33318260312080383,0.4274631142616272,positive,0.3793584704399109,0.2572520077228546,0.3633895218372345,negative
4,768220253730009091,Alis_8496,@Yulian_Poe @guillermoterry1 Ah. mucho más por supuesto! solo que lo incluyo. Me habías entendido mal ,2016-08-23 22:55:55,es,positive,ah supuesto solo incluyo entendido mal,0.5717986226081848,0.21419541537761688,0.2140059769153595,negative,0.29150718450546265,0.5095155239105225,0.19897732138633728,neutral,0.5586631298065186,0.22935189306735992,0.21198494732379913,negative,0.4154604375362396,0.39857760071754456,0.18596197664737701,negative
5,768224728049999872,caval100,"Se ha terminado #Rio2016 Lamentablemente no arriendo las ganancias al pueblo brasileño por la penuria que les espera 
Suerte y solidaridad",2016-08-23 23:13:42,es,negative,terminado rio2016 lamentablemente arriendo ganancias pueblo brasileño penuria espera suerte solidaridad,0.5703772902488708,0.21798735857009888,0.21163536608219147,negative,0.5740674734115601,0.2146572321653366,0.21127533912658691,negative,0.5662245154380798,0.21920332312583923,0.2145722210407257,negative,0.5731922388076782,0.21458517014980316,0.21222266554832458,negative
6,768231706746912769,mgcsunshine,11. siiii fue super gracioso teniamos que habernos sacado una foto ,2016-08-23 23:41:26,es,positive,11 siiii super gracioso teniamos habernos sacado foto,0.21420109272003174,0.214624285697937,0.5711746215820312,positive,0.212007537484169,0.21205341815948486,0.5759389996528625,positive,0.21455706655979156,0.2162257879972458,0.5692171454429626,positive,0.21138881146907806,0.21608981490135193,0.5725213289260864,positive
7,768231229439311872,__LOST_PRINCESS,@toNi_end seria mejor que dejasen de emitir esa basura ya  hay que evolucionar para bien y eso,2016-08-23 23:39:32,es,negative,seria mejor dejasen emitir basura evolucionar bien,0.34189537167549133,0.3198986351490021,0.3382059633731842,negative,0.5480336546897888,0.2425849288702011,0.2093813717365265,negative,0.230641171336174,0.22979170083999634,0.5395671725273132,positive,0.19729210436344147,0.3366330564022064,0.46607479453086853,positive
8,768231166965145600,ConLDeLucifer_,"@jonoro96 te mandaria a comprarte un burro, pero no creo que hayan tiendas abiertas ahora ",2016-08-23 23:39:17,es,negative,mandaria comprarte burro creo tiendas abiertas ahora,0.46432939171791077,0.23025864362716675,0.30541202425956726,negative,0.2147819846868515,0.563945472240448,0.2212725579738617,neutral,0.2217235565185547,0.3650261461734772,0.41325029730796814,positive,0.3033727705478668,0.2596188485622406,0.4370083510875702,positive
9,768230914233143296,AranchaGarcia97,Mg y pongo un adjetivo super repelente a vuestro nombre ,2016-08-23 23:38:17,es,negative,mg pongo adjetivo super repelente nombre,0.5747961401939392,0.21246853470802307,0.21273528039455414,negative,0.57568359375,0.21233868598937988,0.21197770535945892,negative,0.5044509768486023,0.22719325125217438,0.26835575699806213,negative,0.5341290831565857,0.21026740968227386,0.25560352206230164,negative
10,768224471127826432,desimaestre_,@hywzz la voz de María al final me mata JAJAJSJAJAJAJ quilla y yo que ,2016-08-23 23:12:41,es,negative,voz maría final mata jajajsjajajaj quilla,0.5695933103561401,0.21665853261947632,0.21374812722206116,negative,0.22063219547271729,0.5651596188545227,0.21420809626579285,neutral,0.37488114833831787,0.222352996468544,0.40276584029197693,positive,0.3445512652397156,0.30878666043281555,0.34666207432746887,positive
11,768223726739611652,BISQUERT1982,@EduGalan14  Jaja.Es de bien nacidos ser agradecidos que diría aquel.Tiene el récord de puntos del VCF.Creo q cumplió con lo que había.,2016-08-23 23:09:44,es,positive,jajaes bien nacidos ser agradecidos diría aqueltiene récord puntos vcfcreo q cumplió,0.21302205324172974,0.2136984020471573,0.5732795000076294,positive,0.21039117872714996,0.21844899654388428,0.5711597800254822,positive,0.215365469455719,0.22856402397155762,0.5560705065727234,positive,0.17206893861293793,0.36199602484703064,0.46593499183654785,positive
12,768223225453084674,nefariuss,"@misscatingcat Bueno, al menos has acabado la noche con una hermosa vista  Ami tambien me gusta verlos por la noche ^^",2016-08-23 23:07:44,es,positive,bueno menos acabado noche hermosa vista ami tambien gusta verlos noche,0.21105101704597473,0.21754075586795807,0.5714082717895508,positive,0.18860164284706116,0.301191121339798,0.5102072954177856,positive,0.2256891280412674,0.23608757555484772,0.5382233262062073,positive,0.1775505244731903,0.3414793908596039,0.4809700846672058,positive
13,768223146868703232,ITSMENDESWORLD,@mendescodes @heroinseb enserio cuando habéis dicho que los froot loops están malos me ha dolido... ,2016-08-23 23:07:25,es,negative,enserio dicho froot loops malos dolido,0.5670334100723267,0.22290167212486267,0.21006490290164948,negative,0.5756876468658447,0.2124631404876709,0.21184919774532318,negative,0.5383607149124146,0.23687364161014557,0.22476565837860107,negative,0.45164400339126587,0.22732678055763245,0.32102930545806885,negative
14,768229223769202689,Ujsharp,"@Sakura_Abril Ow 
Bueno, no pasa nada, cuando puedas confirmarlo, estoy aquí 😊
Y si no pudieras de cosplay pero sí a la expo, +",2016-08-23 23:31:34,es,positive,ow bueno pasa puedas confirmarlo aquí si pudieras cosplay expo,0.26694896817207336,0.2619371712207794,0.4711139500141144,positive,0.20907184481620789,0.563594400882721,0.22733379900455475,neutral,0.21287736296653748,0.22984300553798676,0.557279646396637,positive,0.1721705198287964,0.3608478009700775,0.4669817090034485,positive
15,768228919032082433,HanChuiPriest,"Aunque pensaba que no podría hacerlo hasta el mes de octubre, el lunes próximo volveré a ver a mi familia de #Mataró *.*   #felicidad",2016-08-23 23:30:21,es,positive,aunque pensaba podría hacerlo mes octubre lunes próximo volveré ver familia mataró felicidad,0.19517859816551208,0.29473790526390076,0.5100834965705872,positive,0.20581912994384766,0.23666997253894806,0.5575109124183655,positive,0.4403846561908722,0.33408427238464355,0.22553102672100067,negative,0.20584361255168915,0.2407016158103943,0.5534548163414001,positive
